-mxX -myGAMMA(X) -x2 -y1
%CALC.ADI  0.00000000000000E+0000  5.00000000000000E+0000  5.00000000000000E+0000 100 0 1
 5.00000000000000E-0002,  5.00000000000000E-0002
 1.00000000000000E-0001,  1.00000000000000E-0001
 1.50000000000000E-0001,  1.50000000000000E-0001
 2.00000000000000E-0001,  2.00000000000000E-0001
 2.50000000000000E-0001,  2.50000000000000E-0001
 3.00000000000000E-0001,  3.00000000000000E-0001
 3.50000000000000E-0001,  3.50000000000000E-0001
 4.00000000000000E-0001,  4.00000000000000E-0001
 4.50000000000000E-0001,  4.50000000000000E-0001
 5.00000000000000E-0001,  5.00000000000000E-0001
 5.50000000000000E-0001,  5.50000000000000E-0001
 6.00000000000000E-0001,  6.00000000000000E-0001
 6.50000000000000E-0001,  6.50000000000000E-0001
 7.00000000000000E-0001,  7.00000000000000E-0001
 7.50000000000000E-0001,  7.50000000000000E-0001
 8.00000000000000E-0001,  8.00000000000000E-0001
 8.50000000000000E-0001,  8.50000000000000E-0001
 9.00000000000000E-0001,  9.00000000000000E-0001
 9.50000000000000E-0001,  9.50000000000000E-0001
 1.00000000000000E+0000,  1.00000000000000E+0000
 1.05000000000000E+0000,  1.05000000000000E+0000
 1.10000000000000E+0000,  1.10000000000000E+0000
 1.15000000000000E+0000,  1.15000000000000E+0000
 1.20000000000000E+0000,  1.20000000000000E+0000
 1.25000000000000E+0000,  1.25000000000000E+0000
 1.30000000000000E+0000,  1.30000000000000E+0000
 1.35000000000000E+0000,  1.35000000000000E+0000
 1.40000000000000E+0000,  1.40000000000000E+0000
 1.45000000000000E+0000,  1.45000000000000E+0000
 1.50000000000000E+0000,  1.50000000000000E+0000
 1.55000000000000E+0000,  1.55000000000000E+0000
 1.60000000000000E+0000,  1.60000000000000E+0000
 1.65000000000000E+0000,  1.65000000000000E+0000
 1.70000000000000E+0000,  1.70000000000000E+0000
 1.75000000000000E+0000,  1.75000000000000E+0000
 1.80000000000000E+0000,  1.80000000000000E+0000
 1.85000000000000E+0000,  1.85000000000000E+0000
 1.90000000000000E+0000,  1.90000000000000E+0000
 1.95000000000000E+0000,  1.95000000000000E+0000
 2.00000000000000E+0000,  2.00000000000000E+0000
 2.05000000000000E+0000,  2.05000000000000E+0000
 2.10000000000000E+0000,  2.10000000000000E+0000
 2.15000000000000E+0000,  2.15000000000000E+0000
 2.20000000000000E+0000,  2.20000000000000E+0000
 2.25000000000000E+0000,  2.25000000000000E+0000
 2.30000000000000E+0000,  2.30000000000000E+0000
 2.35000000000000E+0000,  2.35000000000000E+0000
 2.40000000000000E+0000,  2.40000000000000E+0000
 2.45000000000000E+0000,  2.45000000000000E+0000
 2.50000000000000E+0000,  2.50000000000000E+0000
 2.55000000000000E+0000,  2.55000000000000E+0000
 2.60000000000000E+0000,  2.60000000000000E+0000
 2.65000000000000E+0000,  2.65000000000000E+0000
 2.70000000000000E+0000,  2.70000000000000E+0000
 2.75000000000000E+0000,  2.75000000000000E+0000
 2.80000000000000E+0000,  2.80000000000000E+0000
 2.85000000000000E+0000,  2.85000000000000E+0000
 2.90000000000000E+0000,  2.90000000000000E+0000
 2.95000000000000E+0000,  2.95000000000000E+0000
 3.00000000000000E+0000,  3.00000000000000E+0000
 3.05000000000000E+0000,  3.05000000000000E+0000
 3.10000000000000E+0000,  3.10000000000000E+0000
 3.15000000000000E+0000,  3.15000000000000E+0000
 3.20000000000000E+0000,  3.20000000000000E+0000
 3.25000000000000E+0000,  3.25000000000000E+0000
 3.30000000000000E+0000,  3.30000000000000E+0000
 3.35000000000000E+0000,  3.35000000000000E+0000
 3.40000000000000E+0000,  3.40000000000000E+0000
 3.45000000000000E+0000,  3.45000000000000E+0000
 3.50000000000000E+0000,  3.50000000000000E+0000
 3.55000000000000E+0000,  3.55000000000000E+0000
 3.60000000000000E+0000,  3.60000000000000E+0000
 3.65000000000000E+0000,  3.65000000000000E+0000
 3.70000000000000E+0000,  3.70000000000000E+0000
 3.75000000000000E+0000,  3.75000000000000E+0000
 3.80000000000000E+0000,  3.80000000000000E+0000
 3.85000000000000E+0000,  3.85000000000000E+0000
 3.90000000000000E+0000,  3.90000000000000E+0000
 3.95000000000000E+0000,  3.95000000000000E+0000
 4.00000000000000E+0000,  4.00000000000000E+0000
 4.05000000000000E+0000,  4.05000000000000E+0000
 4.10000000000000E+0000,  4.10000000000000E+0000
 4.15000000000000E+0000,  4.15000000000000E+0000
 4.20000000000000E+0000,  4.20000000000000E+0000
 4.25000000000000E+0000,  4.25000000000000E+0000
 4.30000000000000E+0000,  4.30000000000000E+0000
 4.35000000000000E+0000,  4.35000000000000E+0000
 4.40000000000000E+0000,  4.40000000000000E+0000
 4.45000000000000E+0000,  4.45000000000000E+0000
 4.50000000000000E+0000,  4.50000000000000E+0000
 4.55000000000000E+0000,  4.55000000000000E+0000
 4.60000000000000E+0000,  4.60000000000000E+0000
 4.65000000000000E+0000,  4.65000000000000E+0000
 4.70000000000000E+0000,  4.70000000000000E+0000
 4.75000000000000E+0000,  4.75000000000000E+0000
 4.80000000000000E+0000,  4.80000000000000E+0000
 4.85000000000000E+0000,  4.85000000000000E+0000
 4.90000000000000E+0000,  4.90000000000000E+0000
 4.95000000000000E+0000,  4.95000000000000E+0000
 5.00000000000000E+0000,  5.00000000000000E+0000
